id,league_id,season,stage,date,match_api_id,home_team_api_id,away_team_api_id,home_team_goal,away_team_goal,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,LBH,LBD,LBA,WHH,WHD,WHA,VCH,VCD,VCA,begin_season,finish_season,match_year,country_name,league_name,home_team_name,away_team_name,winning_team
415,1,2009/2010,23,2010-01-23,665679,9994,9999,1,4,1.53,3.75,6.0,1.6,3.6,5.0,1.65,3.4,4.2,1.57,3.5,5.0,1.67,3.4,5.0,1.53,3.6,6.0,2009,2010,2010,Belgium,Belgium Jupiler League,Sporting Lokeren,KSV Roeselare,Away
295,1,2008/2009,8,2008-10-18,492551,9996,9999,2,0,1.53,3.6,6.0,1.5,3.6,6.0,1.6,3.4,4.6,1.53,3.5,5.5,1.53,3.5,5.5,1.55,3.5,5.5,2008,2009,2008,Belgium,Belgium Jupiler League,Royal Excel Mouscron,KSV Roeselare,Home
261,1,2008/2009,4,2008-09-13,492511,9993,9999,3,0,1.5,3.5,6.5,1.58,3.5,5.35,1.65,3.3,4.4,1.53,3.5,5.5,1.6,3.4,5.0,1.57,3.5,5.5,2008,2009,2008,Belgium,Belgium Jupiler League,Beerschot AC,KSV Roeselare,Home
362,1,2009/2010,16,2009-11-28,665596,9993,9999,3,0,1.36,4.75,8.0,1.35,4.5,7.25,1.35,4.0,7.0,1.3,4.0,9.0,1.3,4.5,9.5,1.3,4.5,8.5,2009,2010,2009,Belgium,Belgium Jupiler League,Beerschot AC,KSV Roeselare,Home
241,1,2008/2009,33,2009-05-09,493103,8635,9999,3,1,1.14,7.5,19.0,1.14,6.2,14.0,1.15,6.0,12.0,1.14,6.0,12.0,1.17,5.5,11.0,1.14,6.5,13.0,2008,2009,2009,Belgium,Belgium Jupiler League,RSC Anderlecht,KSV Roeselare,Home
350,1,2009/2010,15,2009-11-21,665570,8635,9999,3,1,1.17,7.0,15.0,1.15,6.5,12.5,1.2,5.0,10.0,1.17,5.5,12.0,1.14,6.5,15.0,1.18,6.0,11.0,2009,2010,2009,Belgium,Belgium Jupiler League,RSC Anderlecht,KSV Roeselare,Home
273,1,2008/2009,6,2008-09-27,492528,9998,9999,2,0,1.8,3.5,4.5,1.8,3.25,4.0,1.9,3.2,3.4,1.91,3.25,3.4,1.9,3.3,3.4,1.8,3.25,4.0,2008,2009,2008,Belgium,Belgium Jupiler League,RAEC Mons,KSV Roeselare,Home
104,1,2008/2009,2,2008-08-23,492486,9986,9999,1,0,1.5,3.6,6.5,1.6,3.45,5.15,1.7,3.3,4.0,1.57,3.5,5.0,1.62,3.5,4.5,1.55,3.6,5.0,2008,2009,2008,Belgium,Belgium Jupiler League,Sporting Charleroi,KSV Roeselare,Home
395,1,2009/2010,20,2009-12-26,665645,9986,9999,3,0,1.75,3.5,4.75,1.8,3.3,4.1,1.8,3.3,3.6,1.72,3.4,4.0,1.85,3.3,3.8,1.73,3.4,4.5,2009,2010,2009,Belgium,Belgium Jupiler League,Sporting Charleroi,KSV Roeselare,Home
88,1,2008/2009,18,2009-01-17,492785,8571,9999,2,1,1.67,3.5,4.75,1.65,3.45,4.6,1.7,3.3,4.0,1.67,3.3,4.5,1.67,3.4,4.33,1.65,3.5,4.75,2008,2009,2009,Belgium,Belgium Jupiler League,KV Kortrijk,KSV Roeselare,Home
326,1,2009/2010,11,2009-10-17,665432,8571,9999,2,0,1.67,3.4,5.0,1.66,3.45,4.75,1.8,3.3,3.6,1.67,3.3,4.5,1.8,3.2,4.5,1.62,3.4,5.0,2009,2010,2009,Belgium,Belgium Jupiler League,KV Kortrijk,KSV Roeselare,Home
477,1,2009/2010,4,2009-08-22,665344,9997,9999,2,1,1.83,3.4,4.2,1.8,3.4,3.95,1.9,3.2,3.4,1.8,3.3,3.75,1.83,3.3,3.75,1.85,3.3,3.75,2009,2010,2009,Belgium,Belgium Jupiler League,Sint-Truidense VV,KSV Roeselare,Home
47,1,2008/2009,14,2008-11-29,492651,9987,9984,3,2,1.73,3.4,4.5,1.65,3.45,4.9,1.65,3.4,4.2,1.72,3.4,4.0,1.7,3.4,4.2,1.7,3.4,4.5,2008,2009,2008,Belgium,Belgium Jupiler League,KRC Genk,KSV Cercle Brugge,Home
337,1,2009/2010,13,2009-11-02,665537,9987,9984,2,0,1.73,3.6,4.75,1.75,3.4,4.2,1.8,3.2,3.7,1.66,3.4,4.33,1.8,3.4,4.0,1.7,3.4,4.5,2009,2010,2009,Belgium,Belgium Jupiler League,KRC Genk,KSV Cercle Brugge,Home
567,1,2010/2011,15,2010-11-13,838654,9987,9984,3,0,1.45,4.2,7.0,1.45,3.85,6.6,1.5,3.7,5.0,1.44,3.75,6.0,1.44,3.8,7.0,1.44,4.4,7.0,2010,2011,2010,Belgium,Belgium Jupiler League,KRC Genk,KSV Cercle Brugge,Home
838,1,2011/2012,19,2011-12-26,1032837,9987,9984,4,2,1.73,3.5,5.0,1.7,3.5,4.75,1.65,3.3,4.4,1.66,3.4,4.33,1.67,3.5,4.8,1.67,3.75,5.4,2011,2012,2011,Belgium,Belgium Jupiler League,KRC Genk,KSV Cercle Brugge,Home
1004,1,2012/2013,1,2012-07-29,1223985,9987,9984,3,3,1.67,3.75,5.0,1.65,3.75,4.75,1.7,3.3,4.0,1.67,3.6,4.5,1.57,3.8,5.0,1.7,3.8,4.8,2012,2013,2012,Belgium,Belgium Jupiler League,KRC Genk,KSV Cercle Brugge,Draw
1338,1,2014/2015,2,2014-08-02,1717826,9987,9984,1,1,1.53,4.33,5.5,1.5,4.0,5.5,1.55,3.7,5.0,1.53,4.0,5.5,1.53,4.0,5.5,1.55,4.3,5.75,2014,2015,2014,Belgium,Belgium Jupiler League,KRC Genk,KSV Cercle Brugge,Draw
184,1,2008/2009,28,2009-04-04,493055,10000,9984,3,1,2.0,3.4,3.6,1.9,3.3,3.55,1.9,3.3,3.3,1.91,3.2,3.5,1.91,3.2,3.5,1.9,3.3,3.5,2008,2009,2009,Belgium,Belgium Jupiler League,SV Zulte-Waregem,KSV Cercle Brugge,Home
373,1,2009/2010,18,2009-12-13,665619,10000,9984,1,0,1.73,3.6,4.75,1.65,3.4,4.9,1.7,3.3,4.0,1.66,3.3,4.5,1.7,3.5,4.5,1.67,3.6,4.5,2009,2010,2009,Belgium,Belgium Jupiler League,SV Zulte-Waregem,KSV Cercle Brugge,Home
712,1,2010/2011,4,2010-08-21,838508,10000,9984,4,0,2.0,3.4,3.6,2.0,3.3,3.4,2.1,3.2,3.0,1.91,3.25,3.4,2.0,3.3,3.4,2.05,3.12,3.3,2010,2011,2010,Belgium,Belgium Jupiler League,SV Zulte-Waregem,KSV Cercle Brugge,Home
784,1,2011/2012,12,2011-10-29,1032783,10000,9984,1,1,2.1,3.4,3.4,2.2,3.4,3.0,2.2,3.2,2.9,2.1,3.3,2.88,2.2,3.3,3.0,2.1,3.5,3.5,2011,2012,2011,Belgium,Belgium Jupiler League,SV Zulte-Waregem,KSV Cercle Brugge,Draw
1009,1,2012/2013,10,2012-10-06,1224059,10000,9984,3,1,1.75,3.6,4.6,1.75,3.4,4.2,1.8,3.3,3.8,1.8,3.5,4.0,1.8,3.5,4.0,1.8,3.75,4.75,2012,2013,2012,Belgium,Belgium Jupiler League,SV Zulte-Waregem,KSV Cercle Brugge,Home
1276,1,2014/2015,12,2014-10-25,1717908,10000,9984,1,2,1.67,3.75,5.0,1.7,3.5,4.4,1.7,3.4,4.3,1.61,3.8,5.0,1.65,3.75,4.6,1.67,3.8,5.25,2014,2015,2014,Belgium,Belgium Jupiler League,SV Zulte-Waregem,KSV Cercle Brugge,Away
230,1,2008/2009,32,2009-05-02,493092,9991,9984,2,1,1.36,4.33,7.5,1.3,4.5,8.5,1.35,4.0,7.0,1.4,3.75,7.0,1.4,3.75,7.0,1.35,4.0,8.5,2008,2009,2009,Belgium,Belgium Jupiler League,KAA Gent,KSV Cercle Brugge,Home
360,1,2009/2010,16,2009-11-28,665591,9991,9984,3,1,1.62,3.6,5.75,1.6,3.45,5.3,1.6,3.5,4.4,1.57,3.5,5.0,1.62,3.4,5.5,1.57,3.5,5.5,2009,2010,2009,Belgium,Belgium Jupiler League,KAA Gent,KSV Cercle Brugge,Home
686,1,2010/2011,29,2011-03-12,838854,9991,9984,1,0,1.5,4.2,6.5,1.44,4.1,6.25,1.45,3.8,5.4,1.4,4.0,6.0,1.4,4.33,7.0,1.44,4.33,7.0,2010,2011,2011,Belgium,Belgium Jupiler League,KAA Gent,KSV Cercle Brugge,Home
760,1,2011/2012,1,2011-07-30,1032695,9991,9984,0,1,1.57,3.8,6.0,1.55,3.85,5.0,1.55,3.5,4.8,1.57,3.5,5.0,1.6,3.75,5.0,1.53,4.0,6.0,2011,2012,2011,Belgium,Belgium Jupiler League,KAA Gent,KSV Cercle Brugge,Away
1159,1,2012/2013,28,2013-02-23,1224201,9991,9984,2,0,1.57,4.33,5.0,1.5,4.0,5.5,1.5,3.8,5.5,1.53,3.8,5.5,1.53,3.8,5.5,1.55,4.2,6.0,2012,2013,2013,Belgium,Belgium Jupiler League,KAA Gent,KSV Cercle Brugge,Home
1310,1,2014/2015,16,2014-11-22,1717942,9991,9984,4,0,1.29,5.5,10.0,1.3,5.5,8.75,1.3,4.4,8.5,1.3,5.0,8.5,1.25,5.5,9.5,1.29,5.75,10.5,2014,2015,2014,Belgium,Belgium Jupiler League,KAA Gent,KSV Cercle Brugge,Home
167,1,2008/2009,26,2009-03-14,493038,7947,9984,1,0,2.88,3.4,2.38,2.7,3.2,2.4,2.4,3.2,2.4,2.6,3.2,2.37,2.5,3.25,2.38,2.7,3.25,2.3,2008,2009,2009,Belgium,Belgium Jupiler League,FCV Dender EH,KSV Cercle Brugge,Home
212,1,2008/2009,30,2009-04-18,493074,8203,9984,0,1,2.38,3.25,3.0,2.15,3.1,3.1,2.0,3.2,3.1,2.2,3.0,3.0,2.25,3.2,2.75,2.35,3.25,2.65,2008,2009,2009,Belgium,Belgium Jupiler League,KV Mechelen,KSV Cercle Brugge,Away
423,1,2009/2010,24,2010-01-30,665692,8203,9984,1,2,2.25,3.4,3.1,2.2,3.2,3.0,2.3,3.3,2.5,2.1,3.2,3.0,2.15,3.25,3.1,2.2,3.2,3.0,2009,2010,2010,Belgium,Belgium Jupiler League,KV Mechelen,KSV Cercle Brugge,Away
747,1,2010/2011,8,2010-09-22,838563,8203,9984,2,2,1.91,3.4,4.0,1.85,3.3,3.9,1.9,3.2,3.4,1.73,3.2,4.33,1.8,3.4,4.0,1.85,3.6,4.0,2010,2011,2010,Belgium,Belgium Jupiler League,KV Mechelen,KSV Cercle Brugge,Draw
771,1,2011/2012,10,2011-10-15,1032770,8203,9984,1,2,2.2,3.3,3.3,2.15,3.3,3.2,2.3,3.2,2.7,2.1,3.3,2.88,2.15,3.3,3.1,2.15,3.3,3.4,2011,2012,2011,Belgium,Belgium Jupiler League,KV Mechelen,KSV Cercle Brugge,Away
1147,1,2012/2013,26,2013-02-09,1224189,8203,9984,2,0,1.83,3.75,4.0,1.91,3.5,3.4,1.9,3.2,3.6,1.8,3.4,3.6,1.8,3.5,4.0,1.91,3.6,4.0,2012,2013,2013,Belgium,Belgium Jupiler League,KV Mechelen,KSV Cercle Brugge,Home
1304,1,2014/2015,15,2014-11-08,1717936,8203,9984,1,1,1.44,4.33,7.0,1.45,4.0,6.25,1.55,3.7,5.0,1.5,4.0,6.0,1.53,4.2,5.0,1.5,4.3,6.25,2014,2015,2014,Belgium,Belgium Jupiler League,KV Mechelen,KSV Cercle Brugge,Draw
248,1,2008/2009,34,2009-05-16,493110,9999,9984,1,2,2.6,3.25,2.5,2.7,3.4,2.3,2.4,3.2,2.4,2.75,3.2,2.25,2.5,3.2,2.4,2.6,3.3,2.4,2008,2009,2009,Belgium,Belgium Jupiler League,KSV Roeselare,KSV Cercle Brugge,Away
319,1,2009/2010,10,2009-10-03,665420,9999,9984,3,2,3.1,3.4,2.25,2.8,3.3,2.25,3.0,3.1,2.1,2.75,3.2,2.25,3.2,3.3,2.1,2.8,3.25,2.25,2009,2010,2009,Belgium,Belgium Jupiler League,KSV Roeselare,KSV Cercle Brugge,Home
35,1,2008/2009,12,2008-11-15,492589,4049,9984,3,0,4.33,3.4,1.75,4.6,3.4,1.7,3.4,3.3,1.85,4.0,3.4,1.72,3.2,3.2,2.0,4.0,3.5,1.75,2008,2009,2008,Belgium,Belgium Jupiler League,Tubize,KSV Cercle Brugge,Home
72,1,2008/2009,16,2008-12-13,492735,10001,9984,1,2,2.05,3.3,3.6,1.95,3.05,3.7,1.9,3.2,3.4,2.0,3.2,3.2,2.0,3.2,3.2,2.0,3.25,3.25,2008,2009,2008,Belgium,Belgium Jupiler League,KVC Westerlo,KSV Cercle Brugge,Away
460,1,2009/2010,29,2010-03-14,665757,10001,9984,2,1,2.5,3.25,2.8,2.2,3.2,3.0,2.4,3.1,2.5,2.25,3.3,2.62,2.2,3.3,3.0,2.38,3.0,2.88,2009,2010,2010,Belgium,Belgium Jupiler League,KVC Westerlo,KSV Cercle Brugge,Home
556,1,2010/2011,13,2010-10-30,838632,10001,9984,2,1,2.1,3.4,3.4,2.0,3.3,3.4,2.2,3.2,2.9,2.1,3.2,3.0,2.2,3.2,3.1,2.1,3.4,3.5,2010,2011,2010,Belgium,Belgium Jupiler League,KVC Westerlo,KSV Cercle Brugge,Home
964,1,2011/2012,5,2011-08-27,1032731,10001,9984,1,3,2.2,3.4,3.2,2.1,3.3,3.3,2.2,3.1,2.9,2.2,3.25,2.75,2.25,3.3,2.88,2.15,3.4,3.3,2011,2012,2011,Belgium,Belgium Jupiler League,KVC Westerlo,KSV Cercle Brugge,Away
1383,1,2014/2015,24,2015-01-31,1718007,10001,9984,1,0,1.91,3.4,4.0,1.9,3.5,3.9,1.85,3.45,4.0,1.9,3.5,3.75,1.83,3.4,4.0,1.87,3.6,4.2,2014,2015,2015,Belgium,Belgium Jupiler League,KVC Westerlo,KSV Cercle Brugge,Home
289,1,2008/2009,8,2008-10-19,492545,8342,9984,3,1,1.75,3.5,4.75,1.65,3.45,4.65,1.65,3.4,4.2,1.67,3.4,4.33,1.7,3.3,4.2,1.7,3.3,4.5,2008,2009,2008,Belgium,Belgium Jupiler League,Club Brugge KV,KSV Cercle Brugge,Home
391,1,2009/2010,20,2009-12-26,665639,8342,9984,2,1,1.44,4.2,7.5,1.45,3.75,6.8,1.45,3.9,5.2,1.36,4.0,7.0,1.5,3.8,6.0,1.44,3.75,7.0,2009,2010,2009,Belgium,Belgium Jupiler League,Club Brugge KV,KSV Cercle Brugge,Home
573,1,2010/2011,16,2010-11-21,838664,8342,9984,0,1,1.53,4.0,6.0,1.5,4.2,5.0,1.5,3.7,5.0,1.5,3.6,5.5,1.53,4.2,5.0,1.57,4.2,5.5,2010,2011,2010,Belgium,Belgium Jupiler League,Club Brugge KV,KSV Cercle Brugge,Away
797,1,2011/2012,14,2011-11-20,1032796,8342,9984,1,0,1.62,3.75,5.5,1.6,3.75,5.25,1.7,3.3,4.3,1.67,3.4,4.33,1.67,3.75,4.5,1.62,4.0,5.4,2011,2012,2011,Belgium,Belgium Jupiler League,Club Brugge KV,KSV Cercle Brugge,Home
1221,1,2012/2013,8,2012-09-23,1224039,8342,9984,4,0,1.4,4.75,7.0,1.36,4.5,7.0,1.35,4.2,7.5,1.36,4.33,7.0,1.4,4.2,7.0,1.4,4.8,7.5,2012,2013,2012,Belgium,Belgium Jupiler League,Club Brugge KV,KSV Cercle Brugge,Home
1441,1,2014/2015,4,2014-08-15,1717841,8342,9984,1,1,1.29,5.5,9.5,1.3,5.5,6.5,1.3,4.4,8.5,1.3,5.0,8.5,1.29,5.0,9.0,1.3,5.5,10.5,2014,2015,2014,Belgium,Belgium Jupiler League,Club Brugge KV,KSV Cercle Brugge,Draw
148,1,2008/2009,24,2009-03-01,493019,9985,9984,4,0,1.44,3.75,7.5,1.5,3.55,6.5,1.4,3.9,6.0,1.44,3.6,6.5,1.4,3.75,7.0,1.4,3.75,7.5,2008,2009,2009,Belgium,Belgium Jupiler League,Standard de Liège,KSV Cercle Brugge,Home
504,1,2009/2010,8,2009-09-23,665385,9985,9984,1,1,1.33,4.5,8.0,1.3,4.65,8.5,1.3,4.2,8.0,1.3,4.33,8.0,1.3,4.5,10.0,1.3,4.33,8.5,2009,2010,2009,Belgium,Belgium Jupiler League,Standard de Liège,KSV Cercle Brugge,Draw
726,1,2010/2011,6,2010-09-11,838529,9985,9984,2,0,1.5,4.0,7.0,1.5,3.8,5.75,1.55,3.5,4.8,1.44,3.75,6.0,1.5,3.8,6.0,1.44,4.0,6.5,2010,2011,2010,Belgium,Belgium Jupiler League,Standard de Liège,KSV Cercle Brugge,Home
983,1,2011/2012,8,2011-09-25,1032750,9985,9984,0,0,1.53,4.0,6.0,1.55,3.9,5.5,1.55,3.5,4.8,1.53,3.6,5.0,1.53,4.0,5.5,1.5,4.33,6.5,2011,2012,2011,Belgium,Belgium Jupiler League,Standard de Liège,KSV Cercle Brugge,Draw
1022,1,2012/2013,12,2012-10-26,1224072,9985,9984,2,1,1.44,4.33,7.0,1.44,4.0,6.5,1.4,4.0,6.5,1.44,4.0,6.5,1.44,4.33,6.0,1.45,4.6,7.0,2012,2013,2012,Belgium,Belgium Jupiler League,Standard de Liège,KSV Cercle Brugge,Home
1411,1,2014/2015,28,2015-02-27,1718035,9985,9984,1,0,1.29,5.25,10.0,1.3,5.0,10.0,1.33,4.8,8.3,1.3,5.0,10.0,1.3,4.75,9.0,1.29,5.5,11.0,2014,2015,2015,Belgium,Belgium Jupiler League,Standard de Liège,KSV Cercle Brugge,Home
276,1,2008/2009,6,2008-09-27,492531,9994,9984,1,1,2.75,3.3,2.5,2.55,3.3,2.45,2.2,3.1,2.8,2.25,3.2,2.75,2.4,3.1,2.6,2.5,3.25,2.5,2008,2009,2008,Belgium,Belgium Jupiler League,Sporting Lokeren,KSV Cercle Brugge,Draw
325,1,2009/2010,11,2009-10-17,665430,9994,9984,1,1,2.1,3.2,3.3,2.15,3.15,3.15,2.2,3.2,2.75,2.0,3.2,3.2,2.05,3.25,3.3,2.0,3.25,3.4,2009,2010,2009,Belgium,Belgium Jupiler League,Sporting Lokeren,KSV Cercle Brugge,Draw
617,1,2010/2011,20,2011-02-02,838727,9994,9984,2,1,1.91,3.25,3.75,1.95,3.25,3.55,2.0,3.2,3.1,1.73,3.4,4.0,1.83,3.3,4.0,1.95,3.4,4.0,2010,2011,2011,Belgium,Belgium Jupiler League,Sporting Lokeren,KSV Cercle Brugge,Home
945,1,2011/2012,30,2012-03-21,1032929,9994,9984,1,0,2.2,3.25,3.0,2.1,3.3,3.3,2.1,3.2,3.1,2.2,3.25,2.75,2.15,3.25,3.1,2.2,3.3,3.25,2011,2012,2012,Belgium,Belgium Jupiler League,Sporting Lokeren,KSV Cercle Brugge,Home
1114,1,2012/2013,22,2012-12-26,1224156,9994,9984,3,0,1.73,3.75,4.5,1.72,3.4,4.5,1.6,3.6,4.8,1.72,3.4,4.0,1.8,3.5,4.0,1.73,3.9,4.6,2012,2013,2012,Belgium,Belgium Jupiler League,Sporting Lokeren,KSV Cercle Brugge,Home
1326,1,2014/2015,18,2014-12-06,1717958,9994,9984,0,0,1.45,4.33,7.0,1.5,4.2,6.0,1.45,3.9,6.0,1.44,4.2,6.5,1.5,4.2,5.5,1.5,4.2,7.0,2014,2015,2014,Belgium,Belgium Jupiler League,Sporting Lokeren,KSV Cercle Brugge,Draw
16,1,2008/2009,10,2008-11-01,492570,9996,9984,0,1,2.35,3.3,3.0,2.35,3.25,2.7,2.2,3.1,2.8,2.2,3.2,2.8,2.2,3.2,2.8,2.2,3.25,2.9,2008,2009,2008,Belgium,Belgium Jupiler League,Royal Excel Mouscron,KSV Cercle Brugge,Away
129,1,2008/2009,22,2009-02-14,493000,9993,9984,1,1,2.15,3.3,3.1,2.15,3.3,2.9,2.0,3.3,3.0,2.1,3.2,3.0,2.0,3.2,3.2,2.1,3.25,3.1,2008,2009,2009,Belgium,Belgium Jupiler League,Beerschot AC,KSV Cercle Brugge,Draw
411,1,2009/2010,22,2010-01-17,665672,9993,9984,1,4,1.7,3.6,5.0,1.65,3.4,4.9,1.7,3.4,3.8,1.66,3.3,4.5,1.7,3.5,4.5,1.67,3.5,4.75,2009,2010,2010,Belgium,Belgium Jupiler League,Beerschot AC,KSV Cercle Brugge,Away
607,1,2010/2011,2,2010-08-08,838481,9993,9984,0,0,1.9,3.4,4.0,1.91,3.4,3.5,1.85,3.3,3.4,1.8,3.3,3.75,1.95,3.3,3.6,1.8,3.3,3.8,2010,2011,2010,Belgium,Belgium Jupiler League,Beerschot AC,KSV Cercle Brugge,Draw
864,1,2011/2012,21,2012-01-21,1032855,9993,9984,4,0,2.3,3.3,3.1,2.4,3.1,2.9,2.3,3.2,2.7,2.38,3.2,2.6,2.38,3.1,2.88,2.3,3.3,3.2,2011,2012,2012,Belgium,Belgium Jupiler League,Beerschot AC,KSV Cercle Brugge,Home
1184,1,2012/2013,30,2013-03-16,1224218,9993,9984,3,1,2.2,3.4,3.2,2.1,3.2,3.2,2.1,3.1,3.2,2.2,3.2,2.8,2.1,3.3,3.2,2.2,3.6,3.2,2012,2013,2013,Belgium,Belgium Jupiler League,Beerschot AC,KSV Cercle Brugge,Home
84,1,2008/2009,18,2009-01-16,492775,8635,9984,1,2,1.36,4.5,9.0,1.3,4.5,8.25,1.37,4.0,7.0,1.33,4.0,8.0,1.33,4.0,8.0,1.35,4.35,7.5,2008,2009,2009,Belgium,Belgium Jupiler League,RSC Anderlecht,KSV Cercle Brugge,Away
385,1,2009/2010,2,2009-08-08,665327,8635,9984,3,2,1.3,5.0,10.0,1.25,5.0,10.0,1.25,4.5,9.0,1.22,5.0,10.0,1.25,5.0,8.0,1.29,5.0,9.0,2009,2010,2009,Belgium,Belgium Jupiler League,RSC Anderlecht,KSV Cercle Brugge,Home
662,1,2010/2011,26,2011-02-12,838804,8635,9984,1,0,1.25,5.0,10.0,1.25,5.0,10.0,1.25,4.5,9.0,1.22,5.0,9.0,1.25,5.0,11.0,1.25,5.5,13.0,2010,2011,2011,Belgium,Belgium Jupiler League,RSC Anderlecht,KSV Cercle Brugge,Home
918,1,2011/2012,28,2012-03-04,1032910,8635,9984,4,0,1.29,5.25,10.0,1.33,4.6,9.0,1.3,4.2,8.0,1.33,4.33,7.0,1.33,4.5,8.5,1.29,5.4,11.0,2011,2012,2012,Belgium,Belgium Jupiler League,RSC Anderlecht,KSV Cercle Brugge,Home
1070,1,2012/2013,18,2012-12-01,1224120,8635,9984,2,1,1.29,6.0,8.5,1.25,5.5,8.5,1.22,5.0,10.0,1.25,5.5,8.5,1.29,5.5,7.5,1.29,6.0,10.5,2012,2013,2012,Belgium,Belgium Jupiler League,RSC Anderlecht,KSV Cercle Brugge,Home
1474,1,2014/2015,8,2014-09-20,1717874,8635,9984,3,2,1.17,7.5,13.0,1.2,6.0,10.0,1.2,5.5,10.0,1.18,6.5,13.0,1.18,6.0,13.0,1.17,7.5,17.0,2014,2015,2014,Belgium,Belgium Jupiler League,RSC Anderlecht,KSV Cercle Brugge,Home
111,1,2008/2009,20,2009-01-31,492845,9998,9984,1,1,3.25,3.2,2.2,2.8,3.2,2.25,3.0,3.1,2.1,3.1,3.3,2.0,2.8,3.2,2.2,2.75,3.25,2.25,2008,2009,2009,Belgium,Belgium Jupiler League,RAEC Mons,KSV Cercle Brugge,Draw
827,1,2011/2012,17,2011-12-10,1032826,9998,9984,0,2,2.1,3.4,3.4,2.1,3.3,3.3,2.1,3.1,3.0,2.1,3.2,3.0,2.2,3.2,3.1,2.05,3.4,3.5,2011,2012,2011,Belgium,Belgium Jupiler League,RAEC Mons,KSV Cercle Brugge,Away
1044,1,2012/2013,14,2012-11-03,1224094,9998,9984,3,2,1.91,3.6,3.8,1.9,3.4,3.6,1.9,3.2,3.6,1.91,3.4,3.6,1.83,3.6,3.75,1.9,3.75,3.9,2012,2013,2012,Belgium,Belgium Jupiler League,RAEC Mons,KSV Cercle Brugge,Home
257,1,2008/2009,4,2008-09-14,492504,9986,9984,3,2,2.6,3.1,2.55,2.3,3.2,2.8,2.3,3.2,2.5,2.25,3.25,2.7,2.3,3.2,2.65,2.4,3.2,2.65,2008,2009,2008,Belgium,Belgium Jupiler League,Sporting Charleroi,KSV Cercle Brugge,Home
493,1,2009/2010,6,2009-09-12,665365,9986,9984,0,4,1.91,3.5,4.0,1.9,3.4,3.55,2.0,3.3,3.0,1.83,3.2,3.75,2.0,3.2,3.2,1.9,3.3,3.6,2009,2010,2009,Belgium,Belgium Jupiler League,Sporting Charleroi,KSV Cercle Brugge,Away
1128,1,2012/2013,24,2013-02-20,1224170,9986,9984,2,1,2.5,3.4,2.7,2.3,3.1,2.9,2.4,3.2,2.6,2.4,3.25,2.75,2.4,3.3,2.75,2.4,3.3,2.9,2012,2013,2013,Belgium,Belgium Jupiler League,Sporting Charleroi,KSV Cercle Brugge,Home
1364,1,2014/2015,22,2015-01-17,1717988,9986,9984,0,2,1.55,4.0,5.75,1.55,3.8,6.25,1.55,3.7,5.0,1.57,3.75,5.5,1.55,3.75,5.5,1.57,4.0,6.0,2014,2015,2015,Belgium,Belgium Jupiler League,Sporting Charleroi,KSV Cercle Brugge,Away
107,1,2008/2009,2,2008-08-23,492489,8571,9984,2,1,3.0,3.25,2.2,2.8,3.2,2.25,2.5,3.2,2.3,2.75,3.2,2.25,2.5,3.3,2.38,2.8,3.2,2.25,2008,2009,2008,Belgium,Belgium Jupiler League,KV Kortrijk,KSV Cercle Brugge,Home
445,1,2009/2010,27,2010-02-20,665733,8571,9984,3,1,2.25,3.4,3.1,2.25,3.25,2.85,2.1,3.2,2.9,2.1,3.2,3.0,2.15,3.3,3.0,2.2,3.2,3.0,2009,2010,2010,Belgium,Belgium Jupiler League,KV Kortrijk,KSV Cercle Brugge,Home
938,1,2011/2012,3,2011-08-13,1032713,8571,9984,2,0,2.2,3.3,3.25,2.3,3.2,2.8,2.3,3.1,2.75,2.2,3.2,2.8,2.2,3.2,3.1,2.2,3.25,3.3,2011,2012,2011,Belgium,Belgium Jupiler League,KV Kortrijk,KSV Cercle Brugge,Home
1066,1,2012/2013,17,2012-11-24,1224116,8571,9984,3,1,1.91,3.5,4.0,1.9,3.4,3.6,1.8,3.3,3.9,1.83,3.4,3.75,1.83,3.5,3.75,1.95,3.7,4.0,2012,2013,2012,Belgium,Belgium Jupiler League,KV Kortrijk,KSV Cercle Brugge,Home
1423,1,2014/2015,29,2015-03-07,1718047,8571,9984,1,0,1.4,4.5,8.0,1.42,4.33,7.5,1.4,4.4,7.3,1.4,4.33,7.5,1.4,4.33,7.0,1.4,4.75,8.0,2014,2015,2015,Belgium,Belgium Jupiler League,KV Kortrijk,KSV Cercle Brugge,Home
351,1,2009/2010,15,2009-11-21,665571,9997,9984,1,1,2.5,3.25,2.8,2.4,3.3,2.6,2.5,3.2,2.4,2.5,3.2,2.5,2.5,3.1,2.7,2.5,3.1,2.6,2009,2010,2009,Belgium,Belgium Jupiler League,Sint-Truidense VV,KSV Cercle Brugge,Draw
632,1,2010/2011,22,2011-02-27,838752,9997,9984,0,3,2.4,3.25,2.75,2.4,3.25,2.65,2.3,3.2,2.6,2.38,3.1,2.62,2.3,3.3,2.8,2.5,3.4,2.75,2010,2011,2011,Belgium,Belgium Jupiler League,Sint-Truidense VV,KSV Cercle Brugge,Away
887,1,2011/2012,24,2012-02-04,1032878,9997,9984,0,1,2.9,3.3,2.4,2.85,3.2,2.4,2.7,3.2,2.3,2.62,3.3,2.25,2.9,3.2,2.3,2.88,3.4,2.4,2011,2012,2012,Belgium,Belgium Jupiler League,Sint-Truidense VV,KSV Cercle Brugge,Away
