id,team_api_id,date,buildUpPlaySpeed,buildUpPlaySpeedClass,buildUpPlayPassing,buildUpPlayPassingClass,buildUpPlayPositioningClass,chanceCreationPassing,chanceCreationPassingClass,chanceCreationCrossing,chanceCreationCrossingClass,chanceCreationShooting,chanceCreationShootingClass,chanceCreationPositioningClass,defencePressure,defencePressureClass,defenceAggression,defenceAggressionClass,defenceTeamWidth,defenceTeamWidthClass,defenceDefenderLineClass,year,team_long_name,team_short_name
312,8455,2015-09-10,67,Fast,36,Mixed,Organised,41,Normal,34,Normal,44,Normal,Organised,39,Medium,41,Press,46,Normal,Cover,2015,Chelsea,CHE
313,8533,2010-02-22,45,Balanced,30,Short,Organised,35,Normal,45,Normal,65,Normal,Organised,30,Deep,70,Double,65,Normal,Offside Trap,2010,Chievo Verona,CHI
314,8533,2011-02-22,45,Balanced,50,Mixed,Organised,49,Normal,45,Normal,35,Normal,Organised,36,Medium,70,Double,51,Normal,Cover,2011,Chievo Verona,CHI
315,8533,2012-02-22,60,Balanced,65,Mixed,Organised,50,Normal,50,Normal,65,Normal,Organised,25,Deep,45,Press,50,Normal,Cover,2012,Chievo Verona,CHI
316,8533,2013-09-20,66,Balanced,67,Long,Organised,52,Normal,51,Normal,66,Normal,Free Form,26,Deep,59,Press,51,Normal,Cover,2013,Chievo Verona,CHI
317,8533,2014-09-19,66,Balanced,67,Long,Organised,52,Normal,66,Normal,52,Normal,Organised,46,Medium,59,Press,51,Normal,Cover,2014,Chievo Verona,CHI
318,8533,2015-09-10,66,Balanced,67,Long,Organised,52,Normal,66,Normal,52,Normal,Organised,46,Medium,59,Press,51,Normal,Cover,2015,Chievo Verona,CHI
319,8342,2010-02-22,35,Balanced,40,Mixed,Organised,45,Normal,50,Normal,45,Normal,Organised,60,Medium,70,Double,70,Wide,Cover,2010,Club Brugge KV,CLB
320,8342,2011-02-22,67,Fast,47,Mixed,Free Form,68,Risky,49,Normal,53,Normal,Free Form,57,Medium,44,Press,47,Normal,Cover,2011,Club Brugge KV,CLB
321,8342,2012-02-22,64,Balanced,54,Mixed,Organised,48,Normal,61,Normal,47,Normal,Organised,60,Medium,50,Press,52,Normal,Cover,2012,Club Brugge KV,CLB
322,8342,2013-09-20,45,Balanced,48,Mixed,Organised,48,Normal,61,Normal,47,Normal,Organised,43,Medium,59,Press,45,Normal,Cover,2013,Club Brugge KV,CLB
323,8342,2014-09-19,42,Balanced,45,Mixed,Organised,42,Normal,57,Normal,47,Normal,Organised,51,Medium,50,Press,57,Normal,Cover,2014,Club Brugge KV,CLB
324,8342,2015-09-10,42,Balanced,45,Mixed,Organised,42,Normal,57,Normal,47,Normal,Organised,51,Medium,50,Press,57,Normal,Cover,2015,Club Brugge KV,CLB
325,7869,2010-02-22,30,Slow,30,Short,Organised,35,Normal,45,Normal,60,Normal,Organised,35,Medium,30,Contain,40,Normal,Cover,2010,Córdoba CF,COR
326,7869,2011-02-22,39,Balanced,41,Mixed,Organised,40,Normal,42,Normal,46,Normal,Organised,40,Medium,38,Press,44,Normal,Cover,2011,Córdoba CF,COR
327,7869,2012-02-22,40,Balanced,53,Mixed,Organised,40,Normal,71,Lots,48,Normal,Organised,36,Medium,41,Press,52,Normal,Cover,2012,Córdoba CF,COR
328,7869,2013-09-20,40,Balanced,53,Mixed,Organised,40,Normal,71,Lots,48,Normal,Organised,36,Medium,41,Press,52,Normal,Cover,2013,Córdoba CF,COR
329,7869,2014-09-19,40,Balanced,53,Mixed,Organised,40,Normal,66,Normal,48,Normal,Organised,36,Medium,41,Press,52,Normal,Cover,2014,Córdoba CF,COR
330,7869,2015-09-10,53,Balanced,48,Mixed,Organised,55,Normal,59,Normal,57,Normal,Organised,38,Medium,39,Press,52,Normal,Cover,2015,Córdoba CF,COR
331,2186,2010-02-22,30,Slow,45,Mixed,Organised,40,Normal,35,Normal,65,Normal,Organised,70,High,70,Double,65,Normal,Cover,2010,Cracovia,CKR
332,2186,2011-02-22,46,Balanced,51,Mixed,Organised,48,Normal,48,Normal,52,Normal,Organised,48,Medium,33,Contain,63,Normal,Cover,2011,Cracovia,CKR
333,2186,2012-02-22,57,Balanced,59,Mixed,Organised,57,Normal,33,Little,78,Lots,Organised,59,Medium,51,Press,53,Normal,Cover,2012,Cracovia,CKR
334,2186,2014-09-19,37,Balanced,38,Mixed,Organised,66,Normal,66,Normal,33,Little,Organised,59,Medium,34,Press,64,Normal,Cover,2014,Cracovia,CKR
335,2186,2015-09-10,37,Balanced,38,Mixed,Organised,66,Normal,66,Normal,33,Little,Organised,59,Medium,34,Press,64,Normal,Cover,2015,Cracovia,CKR
336,9826,2010-02-22,70,Fast,70,Long,Organised,70,Risky,70,Lots,65,Normal,Organised,65,Medium,60,Press,60,Normal,Cover,2010,Crystal Palace,CRY
337,9826,2011-02-22,53,Balanced,54,Mixed,Organised,69,Risky,48,Normal,52,Normal,Organised,48,Medium,43,Press,33,Narrow,Cover,2011,Crystal Palace,CRY
338,9826,2012-02-22,43,Balanced,46,Mixed,Organised,69,Risky,66,Normal,47,Normal,Organised,44,Medium,27,Contain,53,Normal,Cover,2012,Crystal Palace,CRY
339,9826,2013-09-20,52,Balanced,47,Mixed,Organised,69,Risky,66,Normal,47,Normal,Organised,36,Medium,33,Contain,53,Normal,Cover,2013,Crystal Palace,CRY
340,9826,2014-09-19,61,Balanced,68,Long,Organised,67,Risky,62,Normal,52,Normal,Organised,36,Medium,34,Press,48,Normal,Cover,2014,Crystal Palace,CRY
341,9826,2015-09-10,61,Balanced,67,Long,Organised,67,Risky,69,Lots,50,Normal,Organised,36,Medium,34,Press,41,Normal,Cover,2015,Crystal Palace,CRY
342,8262,2015-09-10,59,Balanced,77,Long,Organised,52,Normal,77,Lots,45,Normal,Organised,32,Deep,56,Press,41,Normal,Cover,2015,SV Darmstadt 98,DAR
343,8526,2011-02-22,30,Slow,40,Mixed,Organised,43,Normal,45,Normal,65,Normal,Organised,42,Medium,45,Press,50,Normal,Cover,2011,De Graafschap,GRA
344,8526,2012-02-22,37,Balanced,41,Mixed,Organised,47,Normal,40,Normal,63,Normal,Organised,52,Medium,43,Press,41,Normal,Cover,2012,De Graafschap,GRA
345,9783,2010-02-22,30,Slow,30,Short,Organised,30,Safe,45,Normal,65,Normal,Organised,35,Medium,35,Press,45,Normal,Offside Trap,2010,RC Deportivo de La Coruña,COR
346,9783,2011-02-22,56,Balanced,42,Mixed,Organised,57,Normal,69,Lots,61,Normal,Organised,38,Medium,44,Press,69,Wide,Cover,2011,RC Deportivo de La Coruña,COR
347,9783,2012-02-22,56,Balanced,46,Mixed,Organised,38,Normal,52,Normal,68,Lots,Organised,45,Medium,50,Press,59,Normal,Cover,2012,RC Deportivo de La Coruña,COR
348,9783,2013-09-20,56,Balanced,46,Mixed,Organised,38,Normal,52,Normal,68,Lots,Organised,45,Medium,50,Press,59,Normal,Cover,2013,RC Deportivo de La Coruña,COR
349,9783,2014-09-19,56,Balanced,46,Mixed,Organised,38,Normal,52,Normal,68,Lots,Organised,45,Medium,50,Press,59,Normal,Cover,2014,RC Deportivo de La Coruña,COR
350,9783,2015-09-10,53,Balanced,47,Mixed,Organised,38,Normal,52,Normal,55,Normal,Organised,45,Medium,50,Press,59,Normal,Offside Trap,2015,RC Deportivo de La Coruña,COR
351,9836,2010-02-22,55,Balanced,40,Mixed,Organised,40,Normal,40,Normal,55,Normal,Organised,30,Deep,60,Press,30,Narrow,Offside Trap,2010,Dijon FCO,DIJ
352,9836,2011-02-22,65,Balanced,50,Mixed,Organised,50,Normal,65,Normal,50,Normal,Organised,35,Medium,45,Press,50,Normal,Cover,2011,Dijon FCO,DIJ
353,9836,2012-02-22,51,Balanced,49,Mixed,Organised,49,Normal,52,Normal,52,Normal,Organised,45,Medium,46,Press,58,Normal,Cover,2012,Dijon FCO,DIJ
354,9836,2013-09-20,51,Balanced,49,Mixed,Organised,49,Normal,52,Normal,52,Normal,Organised,45,Medium,46,Press,58,Normal,Cover,2013,Dijon FCO,DIJ
355,9836,2014-09-19,51,Balanced,49,Mixed,Organised,49,Normal,52,Normal,52,Normal,Organised,45,Medium,46,Press,58,Normal,Cover,2014,Dijon FCO,DIJ
356,9836,2015-09-10,51,Balanced,49,Mixed,Organised,49,Normal,52,Normal,52,Normal,Organised,45,Medium,46,Press,58,Normal,Cover,2015,Dijon FCO,DIJ
357,8284,2013-09-20,50,Balanced,49,Mixed,Organised,38,Normal,60,Normal,53,Normal,Organised,48,Medium,47,Press,59,Normal,Cover,2013,Dundee FC,DUF
358,8284,2015-09-10,47,Balanced,48,Mixed,Organised,32,Safe,61,Normal,65,Normal,Organised,50,Medium,44,Press,52,Normal,Cover,2015,Dundee FC,DUF
359,9938,2010-02-22,70,Fast,70,Long,Organised,65,Normal,70,Lots,70,Lots,Organised,60,Medium,70,Double,70,Wide,Cover,2010,Dundee United,DUU
360,9938,2011-02-22,68,Fast,53,Mixed,Organised,67,Risky,53,Normal,67,Lots,Organised,57,Medium,57,Press,63,Normal,Cover,2011,Dundee United,DUU
361,9938,2012-02-22,60,Balanced,60,Mixed,Organised,50,Normal,50,Normal,35,Normal,Organised,40,Medium,38,Press,52,Normal,Cover,2012,Dundee United,DUU
362,9938,2013-09-20,53,Balanced,52,Mixed,Organised,55,Normal,53,Normal,42,Normal,Organised,41,Medium,41,Press,52,Normal,Cover,2013,Dundee United,DUU
363,9938,2014-09-19,60,Balanced,60,Mixed,Organised,52,Normal,55,Normal,38,Normal,Organised,41,Medium,40,Press,52,Normal,Cover,2014,Dundee United,DUU
364,9938,2015-09-10,60,Balanced,53,Mixed,Organised,55,Normal,49,Normal,45,Normal,Organised,48,Medium,42,Press,53,Normal,Cover,2015,Dundee United,DUU
365,8457,2012-02-22,55,Balanced,60,Mixed,Organised,46,Normal,68,Lots,54,Normal,Organised,42,Medium,43,Press,63,Normal,Cover,2012,Dunfermline Athletic,DUN
366,8372,2014-09-19,62,Balanced,52,Mixed,Organised,60,Normal,55,Normal,64,Normal,Organised,37,Medium,56,Press,49,Normal,Cover,2014,SD Eibar,EIB
367,8372,2015-09-10,62,Balanced,52,Mixed,Organised,59,Normal,55,Normal,52,Normal,Organised,37,Medium,56,Press,49,Normal,Cover,2015,SD Eibar,EIB
368,9776,2012-02-22,64,Balanced,54,Mixed,Organised,52,Normal,66,Normal,62,Normal,Organised,54,Medium,42,Press,48,Normal,Cover,2012,Eintracht Braunschweig,BRA
369,9776,2013-09-20,68,Fast,54,Mixed,Organised,62,Normal,66,Normal,67,Lots,Free Form,57,Medium,47,Press,53,Normal,Cover,2013,Eintracht Braunschweig,BRA
370,9776,2014-09-19,61,Balanced,62,Mixed,Organised,59,Normal,43,Normal,55,Normal,Organised,30,Deep,40,Press,39,Normal,Cover,2014,Eintracht Braunschweig,BRA
371,9776,2015-09-10,66,Balanced,54,Mixed,Organised,62,Normal,59,Normal,51,Normal,Free Form,57,Medium,47,Press,53,Normal,Cover,2015,Eintracht Braunschweig,BRA
372,9810,2010-02-22,60,Balanced,35,Mixed,Organised,35,Normal,70,Lots,60,Normal,Organised,65,Medium,30,Contain,45,Normal,Cover,2010,Eintracht Frankfurt,EFR
373,9810,2011-02-22,52,Balanced,43,Mixed,Organised,62,Normal,62,Normal,41,Normal,Organised,48,Medium,50,Press,53,Normal,Cover,2011,Eintracht Frankfurt,EFR
374,9810,2012-02-22,38,Balanced,34,Mixed,Organised,47,Normal,45,Normal,48,Normal,Organised,46,Medium,45,Press,54,Normal,Cover,2012,Eintracht Frankfurt,EFR
375,9810,2013-09-20,41,Balanced,34,Mixed,Organised,47,Normal,45,Normal,48,Normal,Organised,46,Medium,45,Press,57,Normal,Cover,2013,Eintracht Frankfurt,EFR
376,9810,2014-09-19,63,Balanced,42,Mixed,Organised,57,Normal,50,Normal,52,Normal,Organised,43,Medium,46,Press,55,Normal,Cover,2014,Eintracht Frankfurt,EFR
377,9810,2015-09-10,51,Balanced,38,Mixed,Organised,47,Normal,58,Normal,40,Normal,Organised,48,Medium,42,Press,55,Normal,Cover,2015,Eintracht Frankfurt,EFR
378,10268,2010-02-22,30,Slow,30,Short,Organised,45,Normal,50,Normal,70,Lots,Organised,50,Medium,45,Press,45,Normal,Cover,2010,Elche CF,ELC
379,10268,2011-02-22,43,Balanced,39,Mixed,Organised,52,Normal,43,Normal,46,Normal,Organised,40,Medium,39,Press,51,Normal,Cover,2011,Elche CF,ELC
380,10268,2012-02-22,55,Balanced,73,Long,Organised,53,Normal,54,Normal,57,Normal,Organised,49,Medium,51,Press,58,Normal,Cover,2012,Elche CF,ELC
381,10268,2013-09-20,55,Balanced,73,Long,Organised,53,Normal,54,Normal,57,Normal,Organised,49,Medium,51,Press,58,Normal,Cover,2013,Elche CF,ELC
382,10268,2014-09-19,55,Balanced,69,Long,Organised,53,Normal,54,Normal,57,Normal,Organised,49,Medium,51,Press,58,Normal,Cover,2014,Elche CF,ELC
383,10268,2015-09-10,51,Balanced,48,Mixed,Organised,53,Normal,54,Normal,57,Normal,Organised,49,Medium,51,Press,58,Normal,Cover,2015,Elche CF,ELC
384,8534,2010-02-22,30,Slow,30,Short,Organised,30,Safe,30,Little,55,Normal,Organised,30,Deep,30,Contain,30,Narrow,Cover,2010,Empoli,EMP
385,8534,2011-02-22,50,Balanced,35,Mixed,Organised,50,Normal,50,Normal,55,Normal,Organised,45,Medium,45,Press,47,Normal,Offside Trap,2011,Empoli,EMP
386,8534,2012-02-22,50,Balanced,50,Mixed,Organised,50,Normal,50,Normal,50,Normal,Organised,35,Medium,45,Press,50,Normal,Cover,2012,Empoli,EMP
387,8534,2013-09-20,51,Balanced,54,Mixed,Organised,53,Normal,54,Normal,62,Normal,Organised,39,Medium,50,Press,59,Normal,Cover,2013,Empoli,EMP
388,8534,2014-09-19,63,Balanced,39,Mixed,Organised,66,Normal,67,Lots,51,Normal,Organised,53,Medium,57,Press,54,Normal,Cover,2014,Empoli,EMP
389,8534,2015-09-10,66,Balanced,36,Mixed,Organised,59,Normal,64,Normal,63,Normal,Organised,46,Medium,66,Press,48,Normal,Cover,2015,Empoli,EMP
390,8398,2010-02-22,45,Balanced,55,Mixed,Organised,30,Safe,55,Normal,45,Normal,Organised,68,High,70,Double,68,Wide,Cover,2010,FC Energie Cottbus,COT
391,8398,2011-02-22,64,Balanced,55,Mixed,Organised,71,Risky,38,Normal,52,Normal,Organised,58,Medium,48,Press,40,Normal,Cover,2011,FC Energie Cottbus,COT
392,8398,2012-02-22,50,Balanced,48,Mixed,Organised,47,Normal,67,Lots,53,Normal,Organised,57,Medium,47,Press,52,Normal,Cover,2012,FC Energie Cottbus,COT
393,8398,2013-09-20,50,Balanced,48,Mixed,Organised,47,Normal,67,Lots,53,Normal,Organised,57,Medium,47,Press,52,Normal,Cover,2013,FC Energie Cottbus,COT
394,8398,2014-09-19,39,Balanced,40,Mixed,Organised,52,Normal,67,Lots,56,Normal,Organised,47,Medium,55,Press,52,Normal,Cover,2014,FC Energie Cottbus,COT
395,8558,2010-02-22,55,Balanced,40,Mixed,Organised,70,Risky,55,Normal,70,Lots,Organised,70,High,50,Press,60,Normal,Cover,2010,RCD Espanyol,ESP
396,8558,2011-02-22,68,Fast,55,Mixed,Organised,72,Risky,70,Lots,54,Normal,Organised,51,Medium,58,Press,56,Normal,Cover,2011,RCD Espanyol,ESP
397,8558,2012-02-22,46,Balanced,44,Mixed,Organised,52,Normal,60,Normal,40,Normal,Organised,37,Medium,40,Press,45,Normal,Cover,2012,RCD Espanyol,ESP
398,8558,2013-09-20,50,Balanced,44,Mixed,Organised,52,Normal,60,Normal,40,Normal,Free Form,37,Medium,40,Press,45,Normal,Cover,2013,RCD Espanyol,ESP
399,8558,2014-09-19,50,Balanced,44,Mixed,Organised,52,Normal,60,Normal,40,Normal,Organised,37,Medium,40,Press,45,Normal,Cover,2014,RCD Espanyol,ESP
400,8558,2015-09-10,50,Balanced,44,Mixed,Organised,52,Normal,60,Normal,40,Normal,Free Form,37,Medium,40,Press,45,Normal,Cover,2015,RCD Espanyol,ESP
401,7842,2013-09-20,66,Balanced,52,Mixed,Organised,47,Normal,53,Normal,39,Normal,Free Form,46,Medium,49,Press,55,Normal,Cover,2013,Estoril Praia,EST
402,7842,2014-09-19,66,Balanced,52,Mixed,Organised,47,Normal,53,Normal,39,Normal,Organised,46,Medium,49,Press,55,Normal,Cover,2014,Estoril Praia,EST
403,7842,2015-09-10,59,Balanced,52,Mixed,Organised,47,Normal,53,Normal,39,Normal,Organised,46,Medium,49,Press,55,Normal,Cover,2015,Estoril Praia,EST
404,6351,2011-02-22,50,Balanced,55,Mixed,Organised,50,Normal,55,Normal,55,Normal,Organised,50,Medium,50,Press,55,Normal,Cover,2011,KAS Eupen,EUP
405,8668,2010-02-22,60,Balanced,65,Mixed,Organised,60,Normal,70,Lots,45,Normal,Organised,40,Medium,70,Double,40,Normal,Cover,2010,Everton,EVE
406,8668,2011-02-22,60,Balanced,50,Mixed,Organised,55,Normal,70,Lots,55,Normal,Organised,55,Medium,65,Press,60,Normal,Cover,2011,Everton,EVE
407,8668,2012-02-22,56,Balanced,56,Mixed,Organised,48,Normal,57,Normal,56,Normal,Organised,50,Medium,50,Press,60,Normal,Cover,2012,Everton,EVE
408,8668,2013-09-20,58,Balanced,62,Mixed,Organised,48,Normal,59,Normal,32,Little,Organised,41,Medium,44,Press,59,Normal,Cover,2013,Everton,EVE
409,8668,2014-09-19,61,Balanced,42,Mixed,Organised,39,Normal,59,Normal,48,Normal,Organised,52,Medium,58,Press,60,Normal,Cover,2014,Everton,EVE
410,8668,2015-09-10,43,Balanced,40,Mixed,Organised,39,Normal,33,Little,63,Normal,Organised,52,Medium,58,Press,59,Normal,Cover,2015,Everton,EVE
411,4087,2011-02-22,35,Balanced,65,Mixed,Organised,50,Normal,65,Normal,65,Normal,Organised,45,Medium,55,Press,65,Normal,Cover,2011,Évian Thonon Gaillard FC,ETG
412,4087,2012-02-22,53,Balanced,44,Mixed,Organised,52,Normal,52,Normal,64,Normal,Organised,47,Medium,56,Press,50,Normal,Cover,2012,Évian Thonon Gaillard FC,ETG
413,4087,2013-09-20,53,Balanced,44,Mixed,Organised,52,Normal,52,Normal,64,Normal,Organised,47,Medium,56,Press,50,Normal,Cover,2013,Évian Thonon Gaillard FC,ETG
414,4087,2014-09-19,61,Balanced,44,Mixed,Organised,52,Normal,61,Normal,48,Normal,Organised,47,Medium,56,Press,50,Normal,Cover,2014,Évian Thonon Gaillard FC,ETG
415,4087,2015-09-10,58,Balanced,56,Mixed,Organised,52,Normal,61,Normal,51,Normal,Organised,47,Medium,43,Press,50,Normal,Cover,2015,Évian Thonon Gaillard FC,ETG
416,10218,2011-02-22,73,Fast,59,Mixed,Organised,77,Risky,33,Little,52,Normal,Organised,25,Deep,47,Press,33,Narrow,Cover,2011,Excelsior,EXC
417,10218,2012-02-22,47,Balanced,52,Mixed,Organised,63,Normal,45,Normal,37,Normal,Organised,23,Deep,30,Contain,32,Narrow,Cover,2012,Excelsior,EXC
418,10218,2015-09-10,53,Balanced,69,Long,Organised,48,Normal,45,Normal,43,Normal,Organised,29,Deep,41,Press,36,Normal,Cover,2015,Excelsior,EXC
419,8596,2010-02-22,70,Fast,70,Long,Organised,60,Normal,70,Lots,70,Lots,Organised,60,Medium,70,Double,70,Wide,Cover,2010,Falkirk,FAL
420,8722,2010-02-22,55,Balanced,65,Mixed,Organised,65,Normal,40,Normal,60,Normal,Organised,45,Medium,55,Press,70,Wide,Cover,2010,1. FC Köln,FCK
421,8722,2011-02-22,58,Balanced,71,Long,Organised,42,Normal,39,Normal,50,Normal,Organised,40,Medium,40,Press,56,Normal,Cover,2011,1. FC Köln,FCK
422,8722,2012-02-22,53,Balanced,53,Mixed,Organised,57,Normal,44,Normal,57,Normal,Organised,43,Medium,55,Press,67,Wide,Cover,2012,1. FC Köln,FCK
423,8722,2013-09-20,60,Balanced,56,Mixed,Organised,57,Normal,44,Normal,57,Normal,Organised,43,Medium,55,Press,67,Wide,Cover,2013,1. FC Köln,FCK
424,8722,2014-09-19,59,Balanced,57,Mixed,Organised,53,Normal,47,Normal,59,Normal,Organised,57,Medium,46,Press,54,Normal,Cover,2014,1. FC Köln,FCK
425,8722,2015-09-10,59,Balanced,65,Mixed,Organised,57,Normal,36,Normal,71,Lots,Organised,42,Medium,56,Press,51,Normal,Cover,2015,1. FC Köln,FCK
426,6631,2015-09-10,39,Balanced,62,Mixed,Organised,62,Normal,66,Normal,48,Normal,Organised,51,Medium,58,Press,55,Normal,Cover,2015,FC Dordrecht,DOR
427,8674,2010-02-22,41,Balanced,32,Short,Organised,40,Normal,47,Normal,69,Lots,Organised,30,Deep,30,Contain,30,Narrow,Cover,2010,FC Groningen,GRO
428,8674,2011-02-22,51,Balanced,39,Mixed,Organised,48,Normal,67,Lots,62,Normal,Organised,43,Medium,44,Press,49,Normal,Cover,2011,FC Groningen,GRO
429,8674,2012-02-22,44,Balanced,41,Mixed,Organised,48,Normal,64,Normal,42,Normal,Organised,49,Medium,47,Press,53,Normal,Cover,2012,FC Groningen,GRO
430,8674,2013-09-20,44,Balanced,44,Mixed,Organised,56,Normal,58,Normal,42,Normal,Organised,49,Medium,47,Press,53,Normal,Cover,2013,FC Groningen,GRO
431,8674,2014-09-19,48,Balanced,38,Mixed,Organised,57,Normal,59,Normal,45,Normal,Organised,49,Medium,47,Press,53,Normal,Cover,2014,FC Groningen,GRO
432,8674,2015-09-10,55,Balanced,55,Mixed,Organised,57,Normal,59,Normal,54,Normal,Organised,49,Medium,47,Press,53,Normal,Cover,2015,FC Groningen,GRO
433,9773,2010-02-22,30,Slow,30,Short,Free Form,60,Normal,60,Normal,60,Normal,Free Form,30,Deep,30,Contain,30,Narrow,Offside Trap,2010,FC Porto,POR
434,9773,2011-02-22,50,Balanced,50,Mixed,Organised,50,Normal,65,Normal,65,Normal,Free Form,55,Medium,43,Press,65,Normal,Cover,2011,FC Porto,POR
435,9773,2012-02-22,52,Balanced,53,Mixed,Organised,56,Normal,72,Lots,68,Lots,Organised,61,Medium,49,Press,60,Normal,Cover,2012,FC Porto,POR
436,9773,2013-09-20,52,Balanced,53,Mixed,Organised,56,Normal,72,Lots,68,Lots,Organised,58,Medium,60,Press,57,Normal,Cover,2013,FC Porto,POR
437,9773,2014-09-19,52,Balanced,53,Mixed,Organised,56,Normal,66,Normal,68,Lots,Organised,58,Medium,60,Press,60,Normal,Cover,2014,FC Porto,POR
438,9773,2015-09-10,70,Fast,53,Mixed,Organised,56,Normal,66,Normal,68,Lots,Organised,58,Medium,60,Press,60,Normal,Cover,2015,FC Porto,POR
439,9908,2010-02-22,45,Balanced,45,Mixed,Organised,33,Safe,50,Normal,67,Lots,Organised,30,Deep,30,Contain,30,Narrow,Cover,2010,FC Utrecht,UTR
440,9908,2011-02-22,66,Balanced,45,Mixed,Organised,41,Normal,69,Lots,72,Lots,Organised,34,Medium,57,Press,34,Normal,Offside Trap,2011,FC Utrecht,UTR
441,9908,2012-02-22,47,Balanced,52,Mixed,Organised,52,Normal,54,Normal,52,Normal,Organised,45,Medium,49,Press,47,Normal,Cover,2012,FC Utrecht,UTR
442,9908,2013-09-20,47,Balanced,52,Mixed,Organised,52,Normal,54,Normal,60,Normal,Organised,45,Medium,49,Press,47,Normal,Cover,2013,FC Utrecht,UTR
443,9908,2014-09-19,50,Balanced,52,Mixed,Organised,55,Normal,49,Normal,52,Normal,Organised,45,Medium,49,Press,47,Normal,Cover,2014,FC Utrecht,UTR
444,9908,2015-09-10,50,Balanced,54,Mixed,Organised,55,Normal,64,Normal,28,Little,Organised,54,Medium,58,Press,47,Normal,Cover,2015,FC Utrecht,UTR
445,9824,2015-09-10,53,Balanced,56,Mixed,Organised,38,Normal,53,Normal,46,Normal,Organised,42,Medium,33,Contain,58,Normal,Cover,2015,FC Vaduz,VAD
446,10243,2010-02-22,45,Balanced,60,Mixed,Organised,45,Normal,70,Lots,50,Normal,Organised,50,Medium,55,Press,50,Normal,Offside Trap,2010,FC Zürich,ZUR
447,10243,2011-02-22,48,Balanced,56,Mixed,Organised,49,Normal,61,Normal,55,Normal,Organised,54,Medium,49,Press,60,Normal,Cover,2011,FC Zürich,ZUR
448,10243,2012-02-22,62,Balanced,46,Mixed,Organised,50,Normal,50,Normal,54,Normal,Organised,47,Medium,43,Press,56,Normal,Cover,2012,FC Zürich,ZUR
449,10243,2013-09-20,62,Balanced,46,Mixed,Organised,50,Normal,50,Normal,54,Normal,Organised,47,Medium,43,Press,56,Normal,Cover,2013,FC Zürich,ZUR
450,10243,2014-09-19,62,Balanced,46,Mixed,Organised,47,Normal,50,Normal,54,Normal,Organised,47,Medium,43,Press,56,Normal,Cover,2014,FC Zürich,ZUR
451,10243,2015-09-10,62,Balanced,46,Mixed,Organised,47,Normal,50,Normal,54,Normal,Organised,47,Medium,43,Press,56,Normal,Cover,2015,FC Zürich,ZUR
452,10235,2010-02-22,30,Slow,30,Short,Organised,44,Normal,41,Normal,46,Normal,Organised,30,Deep,30,Contain,30,Narrow,Cover,2010,Feyenoord,FEY
453,10235,2011-02-22,47,Balanced,53,Mixed,Free Form,43,Normal,33,Little,32,Little,Organised,48,Medium,59,Press,53,Normal,Cover,2011,Feyenoord,FEY
454,10235,2012-02-22,38,Balanced,34,Mixed,Organised,60,Normal,44,Normal,50,Normal,Organised,43,Medium,43,Press,54,Normal,Cover,2012,Feyenoord,FEY
455,10235,2013-09-20,44,Balanced,44,Mixed,Organised,48,Normal,62,Normal,50,Normal,Organised,43,Medium,43,Press,40,Normal,Cover,2013,Feyenoord,FEY
456,10235,2014-09-19,54,Balanced,60,Mixed,Organised,48,Normal,67,Lots,50,Normal,Organised,43,Medium,43,Press,40,Normal,Cover,2014,Feyenoord,FEY
457,10235,2015-09-10,50,Balanced,48,Mixed,Organised,48,Normal,67,Lots,31,Little,Organised,43,Medium,46,Press,40,Normal,Cover,2015,Feyenoord,FEY
458,8535,2010-02-22,67,Fast,30,Short,Free Form,50,Normal,60,Normal,60,Normal,Free Form,45,Medium,30,Contain,60,Normal,Offside Trap,2010,Fiorentina,FIO
459,8535,2011-02-22,49,Balanced,50,Mixed,Organised,50,Normal,60,Normal,60,Normal,Organised,45,Medium,45,Press,50,Normal,Offside Trap,2011,Fiorentina,FIO
460,8535,2012-02-22,45,Balanced,50,Mixed,Organised,65,Normal,50,Normal,50,Normal,Organised,45,Medium,45,Press,50,Normal,Cover,2012,Fiorentina,FIO
461,8535,2013-09-20,53,Balanced,51,Mixed,Organised,64,Normal,51,Normal,53,Normal,Organised,47,Medium,47,Press,51,Normal,Cover,2013,Fiorentina,FIO
462,8535,2014-09-19,34,Balanced,33,Short,Organised,68,Risky,51,Normal,53,Normal,Organised,58,Medium,59,Press,67,Wide,Cover,2014,Fiorentina,FIO
463,8535,2015-09-10,34,Balanced,33,Short,Organised,68,Risky,51,Normal,53,Normal,Organised,58,Medium,59,Press,61,Normal,Cover,2015,Fiorentina,FIO
464,8194,2010-02-22,65,Balanced,35,Mixed,Organised,70,Risky,50,Normal,52,Normal,Free Form,45,Medium,70,Double,54,Normal,Cover,2010,Fortuna Düsseldorf,FDU
465,8194,2011-02-22,51,Balanced,38,Mixed,Organised,52,Normal,40,Normal,54,Normal,Organised,46,Medium,59,Press,34,Normal,Cover,2011,Fortuna Düsseldorf,FDU
466,8194,2012-02-22,67,Fast,47,Mixed,Organised,67,Risky,68,Lots,55,Normal,Organised,56,Medium,57,Press,52,Normal,Cover,2012,Fortuna Düsseldorf,FDU
467,8194,2013-09-20,41,Balanced,69,Long,Organised,55,Normal,68,Lots,52,Normal,Organised,24,Deep,48,Press,45,Normal,Cover,2013,Fortuna Düsseldorf,FDU
